Date,SeqNum,r1,r2,r3,r4,r5,r6,b,Revenue,1st,2nd
2006-2-28,2006023,4,13,14,19,23,28,8,"94,622,606",6,32
2006-3-2,2006024,2,7,9,11,21,27,6,"99,899,450",2,43
2006-3-5,2006025,3,4,17,19,24,32,5,"114,242,160",2,26
2006-3-7,2006026,1,2,18,22,29,32,3,"101,697,504",2,19
2006-3-9,2006027,6,8,11,14,16,27,15,"105,074,006",2,27
2006-3-12,2006028,5,7,14,16,17,27,4,"115,594,746",3,40
2006-3-14,2006029,3,4,7,9,14,19,8,"101,076,256",3,28
2006-3-16,2006030,8,13,15,17,20,32,14,"104,007,536",0,21
2006-3-19,2006031,3,10,12,16,31,32,14,"124,118,424",0,16
2006-3-21,2006032,5,18,20,24,26,31,9,"110,906,190",4,24
2006-3-23,2006033,15,20,22,23,27,31,6,"111,163,226",0,5
2006-3-26,2006034,2,10,15,16,17,33,13,"128,871,804",4,38
2006-3-28,2006035,3,9,13,21,27,29,13,"107,522,946",2,117
2006-3-30,2006036,4,7,10,16,17,21,9,"109,841,862",1,38
2006-4-2,2006037,2,12,23,24,25,32,14,"124,438,394",1,59
2006-4-4,2006038,2,14,17,19,22,30,10,"101,996,466",2,32
2006-4-6,2006039,16,19,22,28,31,32,3,"106,258,396",1,18
2006-4-9,2006040,15,22,25,26,28,33,3,"123,352,566",0,20
2006-4-11,2006041,3,10,16,18,21,28,4,"105,725,214",2,49
2006-4-13,2006042,3,16,23,26,28,31,11,"105,723,260",1,7
2006-4-16,2006043,5,12,13,16,23,32,3,"125,637,310",2,36
2006-4-18,2006044,2,10,18,21,30,31,5,"107,026,164",0,24
2006-4-20,2006045,6,7,10,14,20,21,4,"109,852,122",0,53
2006-4-23,2006046,13,18,23,29,31,32,8,"128,175,586",3,22
2006-4-25,2006047,2,17,20,22,28,32,3,"109,048,914",2,20
2006-4-27,2006048,9,13,19,25,29,32,12,"108,892,170",3,20
2006-4-30,2006049,6,10,12,13,17,20,3,"123,714,924",3,29
2006-5-1,2006050,2,6,12,15,25,31,7,"94,915,860",1,39
2006-5-4,2006051,2,6,7,17,27,30,16,"97,800,512",1,30
2006-5-7,2006052,11,24,26,27,30,32,3,"118,886,736",1,27
2006-5-9,2006053,1,11,17,27,28,31,2,"100,676,240",7,59
2006-5-11,2006054,3,5,7,10,28,30,4,"103,152,448",3,47
2006-5-14,2006055,4,5,28,29,31,33,11,"119,895,110",5,29
2006-5-16,2006056,11,13,15,21,23,25,8,"103,929,956",10,76
2006-5-18,2006057,3,4,17,18,21,31,8,"99,929,702",3,30
2006-5-21,2006058,1,12,22,23,24,25,14,"116,033,720",2,50
2006-5-23,2006059,5,10,15,17,27,29,11,"100,396,304",3,60
2006-5-25,2006060,5,15,19,23,30,32,14,"103,935,570",1,33
2006-5-28,2006061,5,13,17,19,25,30,11,"119,567,188",3,45
2006-5-30,2006062,18,22,23,24,26,30,1,"103,173,418",0,16
2006-6-1,2006063,4,5,15,21,23,24,8,"101,449,632",2,18
2006-6-4,2006064,3,12,14,21,24,28,11,"120,208,036",4,76
2006-6-6,2006065,4,8,17,28,29,30,13,"105,179,330",2,39
2006-6-8,2006066,6,8,11,18,30,33,5,"105,113,854",1,22
2006-6-11,2006067,7,8,11,16,17,24,13,"119,304,720",0,36
2006-6-13,2006068,3,7,10,14,30,33,10,"101,776,294",2,40
2006-6-15,2006069,5,16,20,22,29,30,8,"103,486,846",1,18
2006-6-18,2006070,2,3,11,13,20,27,2,"117,810,232",2,49
2006-6-20,2006071,5,11,12,19,29,31,1,"98,069,610",2,46
2006-6-22,2006072,2,3,5,20,21,24,8,"97,222,706",0,14
2006-6-25,2006073,5,13,16,18,27,29,12,"113,367,342",3,53
2006-6-27,2006074,1,3,15,19,25,33,4,"97,994,678",0,22
2006-6-29,2006075,10,21,22,23,25,33,11,"98,135,212",1,18
2006-7-2,2006076,4,10,17,21,29,32,14,"111,315,098",7,48
2006-7-4,2006077,8,9,12,13,19,33,9,"95,566,810",0,21
2006-7-6,2006078,3,5,17,22,31,33,12,"96,331,128",2,45
2006-7-9,2006079,6,11,13,17,20,32,8,"113,367,342",3,53
2006-7-11,2006080,15,17,20,22,26,29,9,"95,689,488",1,8
2006-7-13,2006081,14,16,18,21,22,32,4,"94,879,564",1,31
2006-7-16,2006082,3,13,15,23,28,29,9,"110,771,614",8,86
2006-7-18,2006083,7,9,18,19,26,29,10,"94,698,606",7,66
2006-7-20,2006084,1,12,17,21,25,28,12,"95,796,786",5,24
2006-7-23,2006085,2,6,18,21,24,25,8,"113,841,824",3,30
2006-7-25,2006086,4,6,10,24,26,31,6,"100,268,238",3,43
2006-7-27,2006087,4,5,8,9,12,30,5,"100,404,616",2,32
2006-7-30,2006088,3,11,20,24,25,26,1,"114,786,458",5,27
2006-8-1,2006089,1,13,16,18,19,22,1,"94,591,130",2,32
2006-8-3,2006090,2,11,15,20,23,29,11,"96,271,594",3,59
2006-8-6,2006091,7,8,12,21,22,24,7,"117,308,110",1,45
2006-8-8,2006092,2,8,11,16,20,21,14,"100,741,394",1,27
2006-8-10,2006093,2,12,16,18,19,23,5,"103,069,550",0,27
2006-8-13,2006094,15,16,17,18,24,33,13,"118,981,520",1,22
2006-8-15,2006095,1,3,17,20,21,29,16,"102,008,350",0,22
2006-8-17,2006096,1,5,9,13,18,33,14,"104,405,910",0,92
2006-8-20,2006097,11,14,15,20,26,27,12,"121,243,358",0,36
2006-8-22,2006098,6,7,10,11,18,23,16,"106,596,798",2,49
2006-8-24,2006099,9,12,18,23,24,27,5,"104,632,276",3,37
2006-8-27,2006100,1,11,18,26,30,32,3,"121,377,382",0,26
2006-8-29,2006101,9,12,20,26,27,28,16,"103,642,530",3,34
2006-8-31,2006102,1,4,13,19,20,24,11,"101,870,248",0,29
2006-9-3,2006103,12,14,15,25,28,31,6,"121,181,078",1,33
2006-9-5,2006104,3,7,22,27,28,31,11,"103,600,434",1,27
2006-9-7,2006105,5,12,14,15,20,31,1,"107,101,384",0,24
2006-9-10,2006106,2,12,14,19,28,33,10,"125,436,850",3,43
2006-9-12,2006107,1,6,8,13,17,30,7,"104,721,686",4,52
2006-9-14,2006108,2,6,8,20,24,30,9,"109,119,888",6,39
2006-9-17,2006109,1,5,17,18,23,26,13,"126,119,150",1,55
2006-9-19,2006110,9,12,14,18,27,33,13,"109,867,074",0,37
2006-9-21,2006111,1,8,11,16,17,22,15,"108,913,454",2,57
2006-9-24,2006112,4,9,13,15,31,33,11,"125,399,344",2,24
2006-9-26,2006113,5,14,17,18,28,33,2,"107,572,058",4,43
2006-9-28,2006114,8,10,14,20,27,29,16,"108,934,344",2,38
2006-10-1,2006115,1,10,20,26,28,29,15,"124,883,314",8,26
2006-10-3,2006116,5,16,21,22,32,33,9,"98,613,202",4,19
2006-10-5,2006117,6,14,20,22,23,26,9,"102,567,054",0,27
2006-10-8,2006118,1,3,7,8,10,30,5,"120,456,838",1,38
2006-10-10,2006119,1,2,14,20,27,30,2,"104,253,630",3,18
2006-10-12,2006120,6,8,14,15,24,33,9,"106,800,148",16,45
2006-10-15,2006121,3,4,6,27,31,33,6,"121,563,190",0,20
2006-10-17,2006122,4,5,6,8,22,24,3,"106,944,306",6,26
2006-10-19,2006123,2,3,20,25,28,32,6,"109,186,124",0,29
2006-10-22,2006124,12,13,14,18,31,32,13,"126,512,484",3,33
2006-10-24,2006125,15,19,23,30,32,33,6,"108,541,420",0,23
2006-10-26,2006126,2,8,13,16,24,33,9,"112,001,142",5,32
2006-10-29,2006127,3,4,11,17,19,30,1,"132,007,038",1,68
2006-10-31,2006128,4,15,21,30,31,33,5,"112,378,664",2,27
2006-11-2,2006129,9,14,18,22,27,29,12,"114,763,814",18,192
2006-11-5,2006130,1,12,21,22,30,32,2,"127,450,422",2,36
2006-11-7,2006131,3,4,9,22,26,33,1,"109,252,010",0,30
2006-11-9,2006132,6,14,22,26,30,33,1,"112,975,272",0,19
2006-11-12,2006133,4,6,20,25,29,31,3,"132,260,424",0,29
2006-11-14,2006134,10,13,18,26,28,30,12,"117,122,256",3,26
2006-11-16,2006135,4,19,21,22,23,31,4,"117,256,018",1,11
2006-11-19,2006136,11,15,17,21,22,24,5,"134,814,524",1,33
2006-11-21,2006137,10,14,17,21,27,31,9,"114,978,368",7,31
2006-11-23,2006138,4,9,11,17,18,26,8,"117,330,686",8,65
2006-11-26,2006139,7,8,14,21,23,25,5,"131,547,148",1,62
2006-11-28,2006140,1,8,11,18,19,23,5,"113,078,350",4,46
2006-11-30,2006141,16,18,22,23,25,31,11,"113,085,938",4,18
2006-12-3,2006142,10,16,19,22,26,27,16,"129,524,666",5,50
2006-12-5,2006143,1,15,20,29,31,32,8,"112,319,084",1,19
2006-12-7,2006144,4,10,13,16,22,29,6,"114,335,670",0,29
2006-12-10,2006145,2,7,23,26,28,31,7,"132,458,778",2,33
2006-12-12,2006146,3,9,13,23,28,30,5,"115,654,738",3,62
2006-12-14,2006147,1,4,15,17,27,31,1,"116,514,674",3,62
2006-12-17,2006148,4,8,12,13,23,29,1,"132,637,320",2,64
2006-12-19,2006149,2,3,5,11,15,32,15,"115,306,168",3,34
2006-12-21,2006150,8,9,12,18,25,27,12,"115,993,740",3,84
2006-12-24,2006151,1,3,4,6,16,22,8,"138,410,226",3,29
2006-12-26,2006152,1,14,20,25,27,31,15,"119,601,334",2,29
2006-12-28,2006153,1,7,11,20,30,33,10,"116,654,792",2,26
2006-12-31,2006154,7,14,18,20,30,33,13,"141,112,320",4,34
2007-1-2,2007001,2,4,9,10,20,26,14,"107,551,896",1,40
2007-1-4,2007002,5,6,14,20,21,22,1,"112,130,528",1,45
2007-1-7,2007003,5,9,11,12,22,27,15,"129,783,464",2,98
2007-1-9,2007004,3,7,10,13,25,33,10,"109,946,044",3,38
2007-1-11,2007005,1,5,6,16,24,30,12,"113,427,606",1,28
2007-1-14,2007006,6,10,14,22,26,27,11,"130,460,716",7,82
2007-1-16,2007007,4,12,15,17,22,32,14,"111,917,406",3,31
2007-1-18,2007008,1,4,5,18,19,25,10,"116,492,752",2,38
2007-1-21,2007009,2,4,14,15,25,27,15,"132,693,662",3,78
2007-1-23,2007010,3,8,14,17,30,32,5,"115,335,536",3,37
2007-1-25,2007011,3,10,15,25,28,33,16,"115,841,486",1,24
2007-1-28,2007012,3,5,7,21,26,28,4,"134,084,158",1,26
2007-1-30,2007013,5,15,18,27,29,32,5,"115,053,692",1,45
2007-2-1,2007014,1,13,16,20,24,26,9,"115,219,742",2,33
2007-2-4,2007015,3,4,8,18,22,30,15,"139,341,652",2,72
2007-2-6,2007016,1,18,20,22,26,33,5,"116,998,640",8,35
2007-2-8,2007017,5,9,10,24,25,32,14,"114,012,860",3,46
2007-2-11,2007018,1,12,18,20,21,26,11,"133,609,680",7,77
2007-2-13,2007019,4,11,16,23,29,31,14,"115,956,594",3,210
2007-2-15,2007020,5,10,16,20,28,31,14,"126,700,040",1,86
2007-2-25,2007021,3,6,9,11,25,31,13,"113,756,430",4,30
2007-2-27,2007022,2,4,7,10,18,27,10,"107,756,880",8,52
2007-3-1,2007023,3,7,13,17,32,33,2,"112,284,838",1,38
2007-3-4,2007024,8,9,17,25,27,32,6,"121,542,842",3,52
2007-3-6,2007025,3,16,18,22,23,26,3,"104,560,512",5,50
2007-3-8,2007026,1,4,14,16,26,29,10,"109,462,504",2,51
2007-3-11,2007027,2,3,9,22,24,27,11,"128,748,636",0,25
2007-3-13,2007028,3,8,13,20,29,30,11,"116,965,154",5,69
2007-3-15,2007029,6,8,9,11,19,21,10,"113,666,804",2,64
2007-3-18,2007030,3,16,21,22,27,30,4,"133,913,730",2,51
2007-3-20,2007031,4,6,10,12,19,31,1,"117,363,182",2,41
2007-3-22,2007032,4,8,16,24,30,32,16,"119,343,222",7,50
2007-3-25,2007033,3,4,11,17,18,28,9,"134,912,082",8,103
2007-3-27,2007034,2,9,12,14,23,25,16,"114,516,916",0,61
2007-3-29,2007035,1,4,8,12,29,31,6,"114,653,702",2,15
2007-4-1,2007036,3,14,21,23,30,31,10,"134,541,242",1,18
2007-4-3,2007037,10,11,16,23,31,33,16,"116,812,284",0,12
2007-4-5,2007038,3,11,14,19,21,30,5,"119,984,574",3,26
2007-4-8,2007039,6,7,19,24,27,29,1,"143,011,060",5,82
2007-4-10,2007040,13,14,15,19,24,30,10,"118,331,436",0,45
2007-4-12,2007041,1,3,9,11,26,31,12,"121,205,882",1,47
2007-4-15,2007042,3,13,16,19,32,33,8,"142,691,830",0,27
2007-4-17,2007043,3,8,10,11,14,30,5,"122,386,058",4,39
2007-4-19,2007044,9,13,20,21,24,32,8,"124,340,438",1,47
2007-4-22,2007045,1,12,18,21,28,30,10,"136,615,924",2,71
2007-4-24,2007046,2,6,7,9,19,26,14,"119,427,296",4,54
2007-4-26,2007047,2,4,16,18,23,30,6,"119,916,622",3,57
2007-4-29,2007048,2,11,12,15,17,28,12,"136,379,094",5,56
2007-5-1,2007049,4,14,18,19,31,33,2,"109,032,730",2,39
2007-5-3,2007050,1,5,8,13,18,25,2,"105,495,070",3,87
2007-5-6,2007051,3,14,16,26,27,33,13,"128,364,720",6,30
2007-5-8,2007052,2,3,7,8,26,29,7,"107,460,952",2,25
2007-5-10,2007053,10,13,16,17,18,27,11,"109,175,190",2,19
2007-5-13,2007054,1,3,16,18,23,28,5,"126,641,628",1,35
2007-5-15,2007055,2,6,11,22,28,29,2,"109,364,728",2,66
2007-5-17,2007056,14,17,21,29,31,32,12,"111,070,368",1,26
2007-5-20,2007057,5,11,18,19,20,21,9,"125,193,540",3,27
2007-5-22,2007058,7,8,10,13,25,27,7,"106,118,326",6,85
2007-5-24,2007059,1,3,4,6,7,29,14,"107,668,468",0,12
2007-5-27,2007060,1,2,8,16,19,29,5,"122,877,416",1,42
2007-5-29,2007061,1,6,7,11,20,23,5,"107,509,478",0,25
2007-5-31,2007062,8,17,20,29,30,33,9,"106,979,026",2,30
2007-6-3,2007063,10,15,17,24,26,28,12,"124,445,210",3,48
2007-6-5,2007064,2,6,9,16,21,23,16,"107,504,678",1,23
2007-6-7,2007065,4,7,19,21,25,31,7,"106,720,024",6,69
2007-6-10,2007066,5,11,16,24,32,33,8,"122,787,844",1,49
2007-6-12,2007067,6,11,13,17,21,23,11,"106,213,796",1,27
2007-6-14,2007068,11,18,19,22,23,28,1,"109,334,584",1,24
2007-6-17,2007069,3,4,11,12,14,32,12,"137,143,568",4,17
2007-6-19,2007070,6,8,15,17,18,30,12,"114,811,644",4,54
2007-6-21,2007071,1,6,14,21,30,31,9,"116,647,272",4,37
2007-6-24,2007072,2,4,8,13,14,33,16,"131,085,768",5,40
2007-6-26,2007073,5,9,11,19,28,31,2,"109,359,702",4,55
2007-6-28,2007074,8,13,15,25,27,28,3,"108,638,452",5,47
2007-7-1,2007075,13,16,17,22,30,32,3,"125,477,334",2,34
2007-7-3,2007076,6,12,15,16,20,31,2,"106,329,426",0,29
2007-7-5,2007077,6,8,14,21,28,29,2,"107,569,632",2,68
2007-7-8,2007078,4,6,7,23,25,32,1,"121,749,606",3,23
2007-7-10,2007079,3,4,14,20,21,25,14,"103,249,956",1,41
2007-7-12,2007080,1,8,16,18,19,29,4,"105,252,328",7,125
2007-7-15,2007081,9,14,15,19,24,33,13,"120,651,274",5,58
2007-7-17,2007082,5,15,17,18,25,32,15,"101,473,624",7,46
2007-7-19,2007083,11,14,18,20,21,26,5,"100,264,804",5,37
2007-7-22,2007084,6,10,12,14,20,27,10,"117,091,964",4,29
2007-7-24,2007085,2,12,17,19,29,30,12,"101,375,038",4,48
2007-7-26,2007086,5,8,14,22,27,29,16,"102,347,618",3,67
2007-7-29,2007087,1,3,4,5,8,21,9,"115,648,010",1,34
2007-7-31,2007088,2,4,10,28,29,33,6,"97,931,132",1,22
2007-8-2,2007089,3,7,8,15,19,28,3,"99,074,148",11,102
2007-8-5,2007090,5,11,13,27,30,31,2,"114,857,394",1,49
2007-8-7,2007091,2,11,17,30,31,32,7,"98,640,430",2,25
2007-8-9,2007092,14,18,22,23,24,33,9,"100,547,190",1,33
2007-8-12,2007093,5,10,13,15,19,29,2,"115,267,274",1,142
2007-8-14,2007094,3,5,18,19,24,32,2,"100,279,716",3,41
2007-8-16,2007095,1,6,8,18,29,32,7,"101,322,650",4,54
2007-8-19,2007096,9,10,20,22,30,32,8,"116,298,698",2,31
2007-8-21,2007097,4,8,13,18,26,30,11,"99,828,090",12,48
2007-8-23,2007098,2,3,5,11,19,20,12,"103,284,906",3,45
2007-8-26,2007099,3,4,14,27,31,33,5,"115,727,006",5,61
2007-8-28,2007100,8,18,27,29,30,32,6,"100,804,514",5,43
2007-8-30,2007101,15,16,18,21,22,30,14,"103,261,246",2,19
2007-9-2,2007102,4,6,8,18,20,33,11,"119,528,600",2,27
2007-9-4,2007103,7,9,25,27,30,32,1,"102,844,920",0,26
2007-9-6,2007104,2,8,12,14,20,32,4,"108,150,420",3,30
2007-9-9,2007105,2,7,10,17,23,29,14,"134,273,360",6,111
2007-9-11,2007106,12,18,21,24,25,29,8,"113,328,304",1,20
2007-9-13,2007107,2,8,9,18,24,28,10,"118,762,906",6,38
2007-9-16,2007108,3,7,12,13,20,33,2,"136,419,830",3,77
2007-9-18,2007109,1,4,7,8,13,14,4,"117,653,172",2,50
2007-9-20,2007110,2,4,7,15,24,28,3,"119,714,108",4,41
2007-9-23,2007111,2,9,10,12,13,17,11,"136,651,412",0,20
2007-9-25,2007112,7,11,14,16,25,32,11,"128,550,874",1,38
2007-9-27,2007113,4,18,23,25,26,31,10,"124,724,404",1,26
2007-9-30,2007114,5,12,15,24,27,33,5,"143,109,004",12,167
2007-10-2,2007115,1,5,10,16,20,26,2,"108,125,704",0,53
2007-10-4,2007116,3,5,7,11,17,27,13,"113,457,608",7,85
2007-10-7,2007117,3,7,9,10,26,32,1,"132,359,640",2,50
2007-10-9,2007118,4,10,16,18,25,32,15,"124,978,730",5,48
2007-10-11,2007119,3,8,11,13,25,31,12,"124,850,416",23,58
2007-10-14,2007120,6,7,11,12,18,25,1,"136,778,106",0,38
2007-10-16,2007121,3,10,21,22,27,28,6,"125,337,786",1,28
2007-10-18,2007122,4,7,19,24,26,32,9,"130,402,942",7,80
2007-10-21,2007123,1,13,15,23,28,32,2,"149,864,730",2,19
2007-10-23,2007124,3,7,13,16,19,32,16,"131,087,996",0,41
2007-10-25,2007125,3,5,18,20,27,33,1,"137,439,952",0,71
2007-10-28,2007126,9,10,19,23,26,31,9,"170,508,318",15,124
2007-10-30,2007127,6,9,13,16,24,28,11,"131,706,110",17,78
2007-11-1,2007128,9,10,19,21,27,31,5,"130,058,308",1,45
2007-11-4,2007129,5,7,20,21,22,30,8,"152,215,698",12,93
2007-11-6,2007130,3,5,9,11,27,31,4,"134,915,286",5,98
2007-11-8,2007131,3,5,7,16,22,27,5,"139,489,488",3,29
2007-11-11,2007132,1,9,16,21,22,23,5,"155,862,750",0,33
2007-11-13,2007133,3,6,7,11,13,33,10,"145,163,392",11,64
2007-11-15,2007134,1,4,10,13,18,25,15,"141,752,438",1,47
2007-11-18,2007135,1,11,16,26,31,33,16,"159,526,566",0,32
2007-11-20,2007136,1,2,18,21,25,29,14,"148,075,802",4,26
2007-11-22,2007137,3,7,8,18,20,22,3,"148,358,822",7,74
2007-11-25,2007138,2,3,15,17,19,25,16,"167,481,164",0,85
2007-11-27,2007139,6,10,12,14,16,22,6,"147,362,270",22,62
2007-11-29,2007140,1,5,16,21,22,26,11,"143,598,644",4,54
2007-12-2,2007141,2,3,4,6,17,31,8,"166,050,194",3,33
2007-12-4,2007142,11,20,25,26,27,30,8,"148,389,454",0,35
2007-12-6,2007143,1,6,22,23,24,26,4,"152,332,662",1,22
2007-12-9,2007144,8,14,23,25,28,32,16,"178,734,532",2,59
2007-12-11,2007145,8,9,11,12,25,31,11,"156,683,190",4,44
2007-12-13,2007146,4,18,22,24,26,30,9,"158,863,498",2,41
2007-12-16,2007147,3,7,18,24,26,27,4,"179,005,766",4,74
2007-12-18,2007148,3,9,16,17,23,28,7,"158,818,618",59,169
2007-12-20,2007149,1,17,19,22,28,30,3,"149,288,714",2,23
2007-12-23,2007150,3,5,11,13,19,24,5,"166,649,572",2,78
2007-12-25,2007151,1,6,10,11,23,25,2,"153,939,934",8,73
2007-12-27,2007152,11,17,21,29,30,33,8,"156,184,910",1,33
2007-12-30,2007153,1,4,19,20,25,31,15,"169,633,854",1,79
2008-1-1,2008001,2,4,7,9,14,29,3,"143,343,976",1,53
2008-1-3,2008002,3,4,18,22,25,29,9,"153,610,222",6,66
2008-1-6,2008003,6,8,11,13,17,19,12,"175,940,428",18,76
2008-1-8,2008004,4,8,22,23,27,29,8,"154,299,042",5,40
2008-1-10,2008005,3,5,15,22,24,25,15,"154,340,740",2,93
2008-1-13,2008006,1,14,16,18,22,27,14,"165,907,668",1,35
2008-1-15,2008007,1,13,17,22,23,30,11,"145,532,348",3,26
2008-1-17,2008008,2,15,16,23,26,27,7,"150,661,200",6,43
2008-1-20,2008009,9,21,29,30,31,32,16,"165,349,862",2,39
2008-1-22,2008010,3,8,11,17,21,27,9,"146,738,458",26,196
2008-1-24,2008011,2,14,17,21,30,32,3,"142,739,106",1,21
2008-1-27,2008012,3,4,5,16,20,30,13,"154,610,224",8,54
2008-1-29,2008013,2,8,15,16,22,28,10,"134,411,428",15,144
2008-1-31,2008014,3,9,11,17,21,31,14,"135,835,312",9,195
2008-2-3,2008015,6,8,11,16,29,33,3,"150,230,862",0,46
2008-2-5,2008016,3,12,14,21,29,33,13,"140,568,370",0,22
2008-2-14,2008017,2,5,7,17,20,22,2,"132,359,640",2,50
2008-2-17,2008018,2,5,6,23,26,33,13,"157,186,176",1,23
2008-2-19,2008019,2,9,11,17,27,31,5,"141,971,234",5,103
2008-2-21,2008020,3,10,13,15,28,30,3,"146,348,748",8,207
2008-2-24,2008021,9,12,19,20,26,28,15,"160,910,474",3,95
2008-2-26,2008022,12,18,20,24,28,32,5,"144,863,010",0,59
2008-2-28,2008023,8,16,18,25,26,32,2,"153,560,364",4,82
2008-3-2,2008024,11,20,21,26,28,30,13,"170,256,022",2,30
2008-3-4,2008025,8,16,17,18,19,21,14,"153,154,654",2,48
2008-3-6,2008026,5,17,19,27,29,32,3,"152,462,456",4,42
2008-3-9,2008027,15,18,19,23,24,26,13,"174,009,958",0,37
2008-3-11,2008028,1,13,21,26,29,32,10,"160,518,620",1,40
2008-3-13,2008029,1,9,14,22,29,32,12,"161,219,452",2,44
2008-3-16,2008030,6,15,18,19,20,28,11,"179,312,028",3,44
2008-3-18,2008031,3,6,11,15,21,31,13,"158,624,334",3,79
2008-3-20,2008032,5,14,16,21,23,28,13,"160,439,648",0,61
2008-3-23,2008033,12,17,18,30,31,33,4,"180,595,348",1,37
2008-3-25,2008034,3,5,9,11,21,29,9,"159,514,754",15,123
2008-3-27,2008035,7,11,14,17,18,29,16,"157,220,200",1,48
2008-3-30,2008036,2,6,13,18,23,28,16,"175,839,426",5,218
2008-4-1,2008037,1,12,22,24,28,31,6,"155,799,266",4,34
2008-4-3,2008038,3,9,10,11,15,19,13,"156,472,902",4,38
2008-4-6,2008039,1,7,10,13,22,29,1,"167,098,814",3,80
2008-4-8,2008040,6,13,22,25,27,28,9,"147,866,454",3,29
2008-4-10,2008041,8,11,20,22,23,27,4,"153,107,854",1,29
2008-4-13,2008042,3,4,9,11,12,24,1,"172,844,294",4,168
2008-4-15,2008043,3,10,16,22,27,33,14,"152,620,756",2,38
2008-4-17,2008044,5,7,9,20,26,29,9,"154,045,626",4,63
2008-4-20,2008045,1,10,13,21,29,32,4,"166,853,172",2,81
2008-4-22,2008046,15,16,18,24,28,33,15,"154,575,398",1,21
2008-4-24,2008047,9,12,13,14,20,22,10,"159,244,658",3,30
2008-4-27,2008048,11,18,21,27,30,32,1,"177,125,564",6,66
2008-4-29,2008049,3,10,12,13,19,25,4,"156,554,264",3,63
2008-5-1,2008050,1,11,19,24,26,27,3,"143,428,932",5,39
2008-5-4,2008051,1,4,8,10,13,33,11,"168,795,820",5,32
2008-5-6,2008052,2,10,17,23,29,31,10,"150,880,684",13,311
2008-5-8,2008053,6,12,19,20,21,27,4,"150,163,792",8,175
2008-5-11,2008054,2,6,16,17,20,25,7,"166,384,318",9,58
2008-5-13,2008055,11,16,19,23,26,31,4,"140,054,516",3,44
2008-5-15,2008056,8,13,22,23,25,30,7,"143,711,520",6,65
2008-5-18,2008057,19,20,21,26,28,30,8,"157,009,320",5,32
2008-5-20,2008058,1,12,21,27,29,31,11,"133,093,020",7,79
2008-5-22,2008059,2,6,15,29,31,32,16,"138,178,008",0,29
2008-5-25,2008060,6,7,8,17,30,32,3,"152,605,692",3,34
2008-5-27,2008061,1,2,5,12,26,31,6,"133,881,926",1,14
2008-5-29,2008062,6,8,13,17,24,27,15,"137,719,710",2,59
2008-6-1,2008063,5,9,11,14,16,17,15,"155,226,836",2,48
2008-6-3,2008064,1,2,7,9,12,18,12,"142,377,766",6,43
2008-6-5,2008065,5,13,15,19,30,31,5,"148,399,068",4,69
2008-6-8,2008066,7,12,21,22,29,30,8,"157,257,472",11,92
2008-6-10,2008067,10,11,15,19,26,33,13,"139,167,536",3,35
2008-6-12,2008068,5,7,17,23,27,29,7,"146,064,510",3,66
2008-6-15,2008069,5,8,17,20,26,30,10,"160,540,160",10,76
2008-6-17,2008070,5,6,12,15,18,33,13,"143,853,670",0,25
2008-6-19,2008071,1,6,21,26,27,28,9,"149,342,332",6,52
2008-6-22,2008072,1,5,10,18,22,30,9,"161,487,324",2,70
2008-6-24,2008073,1,9,13,22,28,33,8,"145,507,408",2,39
2008-6-26,2008074,1,11,15,19,20,24,9,"144,760,564",0,38
2008-6-29,2008075,1,8,14,18,22,30,3,"165,190,272",1,32
2008-7-1,2008076,2,5,7,11,13,18,11,"149,452,982",1,44
2008-7-3,2008077,4,12,22,26,30,33,9,"150,267,928",3,27
2008-7-6,2008078,6,13,16,26,30,33,1,"163,038,372",3,29
2008-7-8,2008079,3,4,5,10,20,32,9,"146,233,386",3,56
2008-7-10,2008080,4,14,22,25,29,32,14,"147,833,964",2,37
2008-7-13,2008081,2,12,13,18,25,31,4,"164,515,530",13,182
2008-7-15,2008082,4,8,10,12,21,26,9,"145,747,052",3,52
2008-7-17,2008083,7,8,9,18,29,32,9,"148,998,496",1,59
2008-7-20,2008084,4,7,13,20,29,30,16,"164,902,436",5,133
2008-7-22,2008085,1,4,12,20,24,29,15,"147,121,156",2,29
2008-7-24,2008086,4,5,10,26,27,30,12,"149,218,680",1,37
2008-7-27,2008087,1,7,26,29,30,31,6,"165,513,430",5,59
2008-7-29,2008088,1,6,8,16,17,23,5,"145,378,764",4,40
2008-7-31,2008089,3,6,11,16,22,27,11,"152,919,280",16,192
2008-8-3,2008090,2,7,14,18,19,24,1,"161,612,270",3,96
2008-8-5,2008091,3,12,14,23,31,32,10,"144,363,788",3,38
2008-8-7,2008092,1,3,18,27,28,30,5,"147,648,912",9,43
2008-8-10,2008093,4,10,12,16,26,28,7,"155,710,670",10,84
2008-8-12,2008094,1,4,15,16,23,28,14,"138,848,472",0,45
2008-8-14,2008095,3,8,14,21,28,29,3,"141,671,626",11,108
2008-8-17,2008096,6,8,12,24,27,31,14,"155,836,508",1,83
2008-8-19,2008097,3,6,8,9,16,17,13,"139,512,854",5,30
2008-8-21,2008098,6,7,10,11,15,30,1,"141,788,216",1,55
2008-8-24,2008099,10,15,16,22,23,24,7,"161,894,814",7,68
2008-8-26,2008100,8,14,17,21,27,28,14,"143,116,762",8,121
2008-8-28,2008101,9,17,21,26,28,30,4,"146,389,400",9,32
2008-8-31,2008102,3,7,12,21,25,32,5,"163,061,174",6,106
